## DiploLocus-likelihood. u01 = 1.25e-08, u10 = 1.25e-08, Ne = 5000.0
## Analyze 51 pairs of sel. coef.
## VCF: Ex2_UK_v54.1_all_chr2_135e6-137e6.vcf
## meta info: Ex2_v54_UK_1240K_noFam_strictPASS_from4500.info
## generation time 28.1 units,## Computing likelihoods for 450 loci at 94 time points: 0, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 96, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 129
##    Max sample sizes at each time: 2, 1, 2, 1, 1, 3, 6, 2, 1, 5, 4, 2, 3, 4, 3, 3, 6, 1, 2, 2, 3, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 1, 4, 4, 2, 2, 2, 1, 2, 3, 3, 2, 4, 5, 1, 3, 5, 4, 1, 8, 3, 4, 2, 2, 5, 5, 4, 1, 3, 9, 5, 28, 51, 18, 21, 6, 9, 7, 14, 6, 3, 5, 4, 7, 1, 4, 1, 4, 30, 3, 9, 7, 1, 2, 1, 3, 3, 42, 1, 1
## Assume constant selection pressure throughout the duration considered
(-0.25, -0.5)	(-0.1703230172644903, -0.3406460345289806)	(-0.11603972084031948, -0.23207944168063896)	(-0.07905694150420947, -0.15811388300841894)	(-0.053860867250797105, -0.10772173450159421)	(-0.03669498169055174, -0.07338996338110348)	(-0.024999999999999998, -0.049999999999999996)	(-0.017032301726449036, -0.03406460345289807)	(-0.011603972084031947, -0.023207944168063894)	(-0.007905694150420948, -0.015811388300841896)	(-0.005386086725079711, -0.010772173450159421)	(-0.003669498169055176, -0.007338996338110352)	(-0.0024999999999999996, -0.004999999999999999)	(-0.0017032301726449036, -0.003406460345289807)	(-0.0011603972084031954, -0.0023207944168063908)	(-0.0007905694150420947, -0.0015811388300841895)	(-0.0005386086725079711, -0.0010772173450159421)	(-0.0003669498169055176, -0.0007338996338110352)	(-0.00024999999999999995, -0.0004999999999999999)	(-0.00017032301726449035, -0.0003406460345289807)	(-0.00011603972084031954, -0.00023207944168063908)	(-7.905694150420947e-05, -0.00015811388300841894)	(-5.3860867250797105e-05, -0.00010772173450159421)	(-3.669498169055176e-05, -7.338996338110351e-05)	(-2.5e-05, -5e-05)	(0.0, 0.0)	(2.5e-05, 5e-05)	(3.669498169055176e-05, 7.338996338110351e-05)	(5.3860867250797105e-05, 0.00010772173450159421)	(7.905694150420947e-05, 0.00015811388300841894)	(0.00011603972084031942, 0.00023207944168063884)	(0.0001703230172644902, 0.0003406460345289804)	(0.00024999999999999995, 0.0004999999999999999)	(0.00036694981690551723, 0.0007338996338110345)	(0.0005386086725079705, 0.001077217345015941)	(0.0007905694150420947, 0.0015811388300841895)	(0.001160397208403194, 0.002320794416806388)	(0.0017032301726449019, 0.0034064603452898037)	(0.0024999999999999996, 0.004999999999999999)	(0.003669498169055172, 0.007338996338110344)	(0.005386086725079705, 0.01077217345015941)	(0.007905694150420948, 0.015811388300841896)	(0.011603972084031942, 0.023207944168063883)	(0.01703230172644902, 0.03406460345289804)	(0.024999999999999998, 0.049999999999999996)	(0.03669498169055172, 0.07338996338110344)	(0.05386086725079705, 0.1077217345015941)	(0.07905694150420947, 0.15811388300841894)	(0.11603972084031942, 0.23207944168063885)	(0.17032301726449017, 0.34064603452898035)	(0.25, 0.5)	ID
-465.1358102524041	-366.7765835948819	-269.926658762831	-193.72955144814458	-143.83095884651792	-116.4166250705777	-103.69472982485439	-98.85095377067992	-97.63673608831733	-97.85827961817127	-98.51575177600886	-99.2035432929446	-99.78461260609667	-100.2329838228574	-100.56289285546549	-100.7990189675893	-100.9651685967861	-101.08081666022686	-101.16074513633055	-101.21572828027965	-101.25343320870299	-101.2792351694841	-101.29686670826786	-101.3089034758371	-101.31711542093406	-101.33470080184532	-101.3523283702106	-101.36058901796348	-101.37273071220703	-101.39058830857964	-101.41687729530881	-101.45563148764307	-101.51287519433296	-101.59767386889091	-101.72381428818672	-101.91256823008392	-102.1973902248369	-102.63219449761381	-103.30647744098145	-104.37389609240643	-106.10781519814172	-109.01133466985016	-114.0361200888057	-123.007593227591	-139.38460580132525	-169.30814139283243	-221.87902080428898	-305.45150669860476	-420.4948455866458	-560.5159033431522	-706.3591907694704	2_135249140_rs578996
-249.2916261023436	-217.2288325316561	-181.57186531952834	-142.79379208845953	-108.49605425267693	-87.24381533792294	-76.40692485579058	-71.31881179834237	-69.01588818600501	-67.99404759013906	-67.5487629303409	-67.35979804293997	-67.28329730925593	-67.25510997200868	-67.24690601054968	-67.2463863390551	-67.24837363137888	-67.25081051257433	-67.25297218568086	-67.25467727813648	-67.25594667323902	-67.25686146624014	-67.25750788633091	-67.2579590419494	-67.25827140135263	-67.25895268323022	-67.25965243763156	-67.25998612235514	-67.260483221977	-67.26122862539152	-67.26235667135502	-67.2640855053702	-67.26678042585944	-67.27107460444009	-67.27810576266732	-67.28999081504476	-67.31079378351684	-67.34852138559606	-67.41925964771664	-67.55574410627827	-67.82497686840894	-68.3637748324966	-69.44792923388388	-71.61774685653293	-75.87730212146145	-83.93102706011601	-98.27736812744057	-121.6208631559798	-154.43841536949336	-192.0530923185306	-226.0011848312705	2_135249662_rs4954148
-206.4635822147247	-177.49069619056903	-148.39498041068975	-112.983918278177	-84.50442069585142	-68.32357120576168	-60.46416828754303	-57.01140493912983	-55.6221222440425	-55.12943560819846	-55.00202105868331	-55.010142955119335	-55.05899165838434	-55.11210083015323	-55.157391932642845	-55.1924441821052	-55.218262075118304	-55.236747337204655	-55.24975588126951	-55.258810631737624	-55.265068631464935	-55.269373464766595	-55.272325475818896	-55.27434554836161	-55.27572593340762	-55.27868794993414	-55.281665236569665	-55.28306324995747	-55.285121301604924	-55.288155136128424	-55.292636252617626	-55.29927404232255	-55.309147022536834	-55.32391837542857	-55.34620143031026	-55.38020112424682	-55.4328791574713	-55.51613749353379	-55.65101505752699	-55.87589151531328	-56.2626199743075	-56.94796406229724	-58.192905932783	-60.48660387933295	-64.7018627752225	-72.24860158711051	-85.0021153711261	-104.59144335226057	-131.17915360696898	-162.26779664811303	-193.03112749281894	2_135250568_rs72853936
-260.4361453554103	-221.28301932421277	-178.65699662237424	-133.16152019364037	-98.61754551432996	-79.4415244840602	-70.47819802309583	-66.79521851898376	-65.50527461026705	-65.20060092630469	-65.25692453517117	-65.41583908822624	-65.5792082137337	-65.71577025555945	-65.82042373390638	-65.8970776886892	-65.95177464474186	-65.99018331400646	-66.0168806113441	-66.03531476792068	-66.04798763593463	-66.05667435201188	-66.0626170336252	-66.06667709904782	-66.06944846263272	-66.07538704940907	-66.08134515479318	-66.08413905133385	-66.08824766253007	-66.09429493280527	-66.10320697815294	-66.11636530257033	-66.13584533958041	-66.16479590091286	-66.20805900095827	-66.27321414286554	-66.37239786714794	-66.52558233269897	-66.76666443265519	-67.15504468395153	-67.79794178906181	-68.89333300082639	-70.81057713049022	-74.23221547711564	-80.36868294454709	-91.17673788443736	-109.28075984759224	-136.9891041698599	-173.9988566614638	-214.88340758754148	-249.18998638529138	2_135251826_rs10496728
-236.99447884607662	-201.4704877644545	-166.37471275813917	-130.22253938537864	-100.80411349410751	-83.94478212043624	-76.21274934640273	-73.21686797941638	-72.31364902084647	-72.22971917249376	-72.41500966562344	-72.65137647804053	-72.86254523011392	-73.0293273934937	-73.15346927611935	-73.24288627946339	-73.30603883269765	-73.35009661226948	-73.3805906909057	-73.40158743657513	-73.41599496696506	-73.4258582887224	-73.43260016502731	-73.43720359307044	-73.44034462423532	-73.44707202146125	-73.45381700680056	-73.45697834229173	-73.46162551467266	-73.46846163526331	-73.4785280000256	-73.49337297259608	-73.5153121555657	-73.54783663845764	-73.59626872011403	-73.66884509067319	-73.778563557556	-73.94643649232347	-74.20740129553545	-74.62132712317865	-75.29381099689226	-76.4154084329285	-78.33362768168986	-81.675483861982	-87.52143976269876	-97.54446708184099	-113.81413310121923	-137.86833996292995	-169.38421973079528	-204.6498342749253	-235.8293503697999	2_135253081_rs17787416
-296.7614386614719	-257.99547500777203	-214.5702429654626	-158.30060882379806	-115.45576387710786	-91.59971593273737	-79.80269562841221	-74.35995168651586	-71.95444465334786	-70.92900248317214	-70.51239897622851	-70.35743070750271	-70.31077158019093	-70.30599857082787	-70.31517071548365	-70.32714763636429	-70.33795344387573	-70.34653942647331	-70.35295583381159	-70.35758996645868	-70.36086895785637	-70.36315939765915	-70.36474606247401	-70.36583920425267	-70.3665895957181	-70.36820901691216	-70.36984932432897	-70.37062382757217	-70.37176891659306	-70.37346749831008	-70.37599905559088	-70.37979751801899	-70.38555081322856	-70.39437836536472	-70.40815891910508	-70.43015570634556	-70.46624107755264	-70.52734502308239	-70.63441727705974	-70.8285434434117	-71.1915076641232	-71.8869583270159	-73.23998845254928	-75.88047471243038	-80.9671277395022	-90.44360165620796	-107.1095081304678	-134.1251925257692	-173.87474721936798	-223.9581774672391	-270.1040514985369	2_135255581_rs2014711
-282.1127160212522	-225.4425919660222	-168.2670844071002	-121.99622647048463	-92.10906339519175	-76.2862851796526	-69.48451362800466	-67.38412406080582	-67.32277913712423	-67.9615717610979	-68.72157675061405	-69.3915850178108	-69.91886169289273	-70.31093385347761	-70.59327158294569	-70.79268121073099	-70.93180816897366	-71.02811101020275	-71.09442490733507	-71.13993043377126	-71.17108443538788	-71.19237968865336	-71.20692059113749	-71.21684232967345	-71.22360895688098	-71.23809285934357	-71.25260277551027	-71.25939943383638	-71.26938587244213	-71.28406616693641	-71.30566173088458	-71.33746273086344	-71.38436216656167	-71.45367912020728	-71.5564517115278	-71.7095166785001	-71.93895184105881	-72.28596372874368	-72.81730769099265	-73.64433771108763	-74.9587635940372	-77.10076045461517	-80.68789736491027	-86.84817049224392	-97.58799501290731	-116.17814792702424	-146.96524440448846	-193.54833228859044	-257.2354437782916	-340.30943771951684	-418.78662758172123	2_135258363_rs522227
-294.42584832834245	-254.37227722717836	-208.51841605436877	-152.13204304974926	-110.65615197857298	-87.82569710621249	-76.80196727481211	-71.93441071785817	-69.94890656962431	-69.22468092532017	-69.02092871305713	-69.01471044387023	-69.07118450610697	-69.13752345298327	-69.19554230507767	-69.24098467842414	-69.27467729978082	-69.2988964431483	-69.31598246789316	-69.32789449836056	-69.33613593983074	-69.34180915079672	-69.34570134999336	-69.3483656422937	-69.35018663567648	-69.3540951646559	-69.35802528209456	-69.35987119794126	-69.36258918405376	-69.36659706302194	-69.37251949831429	-69.38129787645447	-69.39436669789798	-69.41394493462852	-69.44353329951825	-69.48879315681394	-69.55915452275211	-69.67085107798167	-69.85279505897964	-70.1581468889195	-70.68726010535936	-71.6328819162584	-73.36677137621594	-76.59537971649023	-82.60397986779942	-93.53529012141227	-112.43920090810103	-142.53140021289104	-185.12804024289338	-234.9008710716537	-277.80040517581506	2_135259923_rs72853959
-419.42606633833657	-332.3957901462383	-245.10126364263124	-176.6077205441493	-133.59938877374077	-111.63161253602891	-102.78039850506462	-100.565802202485	-101.11323714021138	-102.51381485466104	-103.96260526564629	-105.18334590195309	-106.12445733248143	-106.8166480064464	-107.31196698199415	-107.66045396441078	-107.90299847575079	-108.07062094620763	-108.18592519789887	-108.26499375165945	-108.31910051570433	-108.35607349385111	-108.38131416753076	-108.39853423949539	-108.41027718564463	-108.4354097450414	-108.46058321978343	-108.47237340002208	-108.4896952347306	-108.51515514951856	-108.55260046795489	-108.6077248566356	-108.68898580846458	-108.8090134026437	-108.98681183907746	-109.2512790297257	-109.64699339696881	-110.24404400084147	-111.15533139737805	-112.56811334139482	-114.80337381399019	-118.43019122534216	-124.4878056382888	-134.90737557138513	-153.24336290811436	-185.6079931223732	-240.56432240848466	-324.73221756716504	-437.3147789409015	-576.1988538873597	-725.2690790954609	2_135260851_rs662362
-455.86439176892935	-363.9322688482935	-264.82558589083817	-185.2292483378955	-135.52477819953106	-109.88975688133911	-98.78479932978213	-94.92504964875113	-94.18527796249654	-94.58701856720954	-95.28345579147883	-95.95331420117375	-96.49975973545156	-96.91358987429791	-97.21470969595447	-97.42872769670842	-97.57864043637987	-97.68267576020843	-97.75443527272341	-97.80373300536306	-97.83750865820842	-97.86060765810512	-97.87638561694969	-97.88715394556607	-97.89449910781546	-97.91022450791034	-97.92598243310104	-97.93336514344543	-97.94421436696595	-97.9601666085315	-97.98364108885939	-98.01822568833744	-98.06926623701018	-98.14478050195744	-98.25690505131396	-98.42424483368043	-98.67580517167383	-99.05779317754896	-99.64578206780344	-100.56713314599399	-102.04327506883152	-104.47021956842423	-108.57009625149918	-115.66175958612126	-128.07930845548663	-149.58980116382028	-185.13991948780918	-238.9313482287585	-311.70525248788414	-396.08180977959086	-473.4503086541717	2_135260903_rs662438
-353.83566124456166	-283.49993160679145	-212.7292485476647	-153.76778504552183	-115.85394265719165	-95.83936340036254	-86.96814962512686	-83.79356474043338	-83.12094659690416	-83.38355123924214	-83.90040631841545	-84.40905630870478	-84.82782726788274	-85.14645985091805	-85.37893325410295	-85.54443205030483	-85.66047886820473	-85.74106638111125	-85.79667718467726	-85.83489229631097	-85.86108004731805	-85.87899211882005	-85.89122821354118	-85.89957976215827	-85.90527665750581	-85.91747389675636	-85.92969724208314	-85.93542427518719	-85.94384075361967	-85.95621673532843	-85.9744301839351	-86.0012672309589	-86.04088120254885	-86.09950573111726	-86.18658599047555	-86.31662041601484	-86.51225185869019	-86.8096313640912	-87.26804092329846	-87.98767891170475	-89.14326286118848	-91.0480687584175	-94.27429837373587	-99.86703600847163	-109.67214669771955	-126.66033480807396	-154.73807786441006	-197.26661593304448	-255.4996814008114	-327.10581314621226	-392.6939132581935	2_135261737_rs540053
-401.78785454323224	-313.7239382160322	-228.15008535408853	-161.30724071791693	-120.98922575430362	-101.88666578695901	-95.30287383531014	-94.61684638427117	-96.11881158177376	-98.099246449949	-99.90007035531838	-101.33730754467969	-102.41400150047592	-103.19268988690705	-103.74410422173882	-104.12945840769088	-104.3964827483537	-104.58048380692766	-104.70680664495292	-104.79331674288301	-104.85246293983577	-104.8928550841746	-104.9204186256203	-104.93921818998032	-104.95203581083466	-104.97946180412546	-105.00692344191553	-105.01978221201188	-105.03867042971021	-105.06642496890834	-105.10722860508237	-105.16726133270281	-105.25568139555281	-105.38611909342707	-105.57898518713584	-105.8651079166621	-106.29160485163843	-106.93164239196092	-107.90118871666805	-109.38872604797913	-111.70948901247974	-115.40638005715076	-121.43765939104583	-131.51235360726474	-148.61418360456065	-177.51166776663788	-224.23512298454204	-293.04671003044456	-383.9036548722471	-489.4963492561515	-585.8930546712483	2_135262376_rs566650
-392.01712542154627	-308.2800750144622	-226.46434702955483	-164.59171882052829	-126.8064446709671	-108.04941880631497	-101.01543545147808	-99.84250978442246	-101.0163916213919	-102.81116129574526	-104.51594902862793	-105.90620040585151	-106.96084183760333	-107.72957611496567	-108.27670459318487	-108.6603424943681	-108.92677053309762	-109.11063582301934	-109.23699314472863	-109.32358612902954	-109.38281650688309	-109.42327891066994	-109.45089632486342	-109.46973538435836	-109.48258121032745	-109.51007102691811	-109.5376013041254	-109.55049383922945	-109.56943353048901	-109.59726774917247	-109.63819724372694	-109.69843393652496	-109.7871949531854	-109.91822312436473	-110.11215129356839	-110.40025840194514	-110.83059897792053	-111.47832923935967	-112.46372888593729	-113.98481574967948	-116.37839073914674	-120.23736664725745	-126.63912703384705	-137.58341536248705	-156.76990185859685	-190.66279489292225	-248.6585134289317	-338.56168036229764	-458.75325745735915	-602.4605168861067	-751.9369457528261	2_135262576_rs680376
-163.8968291342649	-143.20588820601003	-124.21226510912975	-104.31938702644356	-83.89588499241201	-68.89637529795729	-60.366847908191886	-55.958364749656255	-53.712956944222846	-52.54644952457423	-51.9193866943008	-51.56883017865743	-51.36504492659315	-51.24227373075281	-51.166018099658025	-51.11747133684328	-51.085969909152645	-51.065235933211824	-51.05144701440934	-51.042208890136976	-51.03598743036498	-51.03178237917422	-51.02893308949837	-51.02699911930003	-51.02568487498968	-51.02288457004192	-51.02009668077551	-51.01879676955719	-51.01689367906489	-51.01411091767775	-51.010049197241365	-51.004136533760686	-50.995563688804694	-50.983208060972466	-50.9655619710182	-50.94071297942792	-50.90649746897446	-50.8611130050403	-50.80483046375536	-50.744192000044215	-50.701577877941965	-50.73583095309619	-50.98421967704685	-51.74136383370039	-53.59036270222161	-57.58177961865583	-65.38697097955007	-78.9201294144458	-98.96296534574968	-124.53873951782892	-151.61116046339177	2_135263079_rs6430519
-268.80193319959255	-233.3388253800727	-195.25717723230196	-153.3801764106286	-116.934939625652	-94.92470053041217	-84.01734904611439	-79.11052737568731	-77.04288422828913	-76.23406068008332	-75.95832983092856	-75.89611555099489	-75.91112904900119	-75.94766225635303	-75.98464490896211	-76.01541499053278	-76.03895293739906	-76.05618003180963	-76.06846815091653	-76.07709548153979	-76.08309168700302	-76.08723180216137	-76.09007792084002	-76.09202878654145	-76.09336338440967	-76.09623122668948	-76.09911938448882	-76.10047743529543	-76.1024788288132	-76.10543380633595	-76.10980845059659	-76.1163099329151	-76.12602584590958	-76.14065922786634	-76.16293896006312	-76.19736212369993	-76.25158201682304	-76.33907797447246	-76.48440269369698	-76.73363299558669	-77.17524830077014	-77.98140487894048	-79.48699132255037	-82.33091028243804	-87.67403807351006	-97.43368517715545	-114.26833677721703	-140.777574634631	-177.37296390439445	-218.73681286076726	-255.08827986385182	2_135263081_rs56131490
-289.9338361640361	-239.1383892307191	-182.84548248713995	-134.94040837178576	-102.27989285984842	-83.73740830710594	-74.75644968327497	-71.0695048201397	-69.90579128035262	-69.79369979298066	-70.04565331554578	-70.37227317386765	-70.66722380075532	-70.90187559923196	-71.07739791665101	-71.20424703297887	-71.2940408110821	-71.35678160818354	-71.40025268039045	-71.43020622524485	-71.4507697629764	-71.46485213802629	-71.47448004428887	-71.48105510002003	-71.48554189236698	-71.49515289825571	-71.50479078551383	-71.50930861064207	-71.51595052445914	-71.52572247203359	-71.54011517436767	-71.56134729050473	-71.5927412370875	-71.63931552926987	-71.70874186504507	-71.81293852153833	-71.9708145519718	-72.21316772858081	-72.59173452674517	-73.19642677997811	-74.18891295116305	-75.86874224275796	-78.80234547703111	-84.0631144814834	-93.62284932623727	-110.78251774717192	-140.00675897562095	-184.88583114876383	-245.63871646269297	-322.8571781300042	-406.1745165612423	2_135263369_rs486539
-425.8275904347415	-334.6736478392693	-244.5131429513037	-172.26466283524206	-127.23511398866322	-104.64326895438828	-95.65355105005241	-93.32059170065072	-93.68624748703994	-94.87922949151479	-96.13456883919105	-97.19495733634727	-98.01213153766174	-98.61260518621278	-99.04191243908764	-99.34374312648309	-99.55370512554536	-99.69875527227097	-99.79850605184254	-99.86689639431957	-99.9136900830153	-99.94566299219322	-99.96748891480799	-99.98237871287822	-99.99253228219818	-100.01426243887748	-100.03602690822677	-100.04622008927869	-100.06119522822158	-100.08320501209498	-100.11557403798464	-100.16322113258597	-100.2334500745542	-100.3371619604637	-100.49074588413418	-100.71909256872627	-101.06052824247399	-101.57514506360413	-102.35933472775818	-103.57195207435429	-105.48262596168719	-108.56213938428145	-113.64985173387042	-122.2468654889041	-136.94874013442677	-161.78105671095219	-201.52129304896496	-259.1405881935149	-334.297954364558	-421.41795502574024	-502.7596006655826	2_135264022_rs513344
-387.30018229113364	-304.82594642548804	-223.697371414993	-161.9148940636948	-123.04539125309697	-102.9232188760453	-94.73662058438323	-92.7105869685146	-93.28332604926614	-94.66249920814323	-96.08219650805694	-97.27754759417697	-98.19915987077346	-98.87716797090927	-99.36244736632052	-99.70393208038459	-99.94163465389161	-100.10592651040913	-100.21894726703992	-100.29645354998009	-100.34949295453973	-100.38573737099823	-100.41048104576572	-100.42736222257318	-100.43887414620394	-100.4635124875589	-100.48819124405316	-100.49974982431829	-100.5167315197809	-100.5416917553505	-100.57840273756217	-100.63244732593449	-100.71211920418	-100.82980555932193	-101.00414898002356	-101.263506235097	-101.6516410329835	-102.23740868317535	-103.13183652247801	-104.5193602298175	-106.71686236209102	-110.28812122622826	-116.26818142378372	-126.59631450026393	-144.8905267077105	-177.52913755372273	-233.94101260773706	-322.3879884380656	-441.2680471257917	-581.0818172896759	-723.7592683730497	2_135265700_rs549945
-268.0528380853933	-213.68657152190818	-159.61763462569613	-116.90130085708358	-89.8908622990411	-75.25370039535343	-68.4726728061862	-65.9093665841778	-65.29243567367013	-65.43948526243595	-65.81216497161815	-66.19423935550813	-66.51428430472713	-66.76007251214156	-66.94039451137313	-67.06921351701098	-67.15974401507798	-67.2227051730011	-67.26619550638787	-67.29610137372065	-67.31660419073707	-67.33063208463918	-67.3402167852641	-67.34675957896259	-67.35122307938366	-67.36078072829898	-67.37036039814161	-67.37484932028151	-67.38144688340007	-67.39114958110416	-67.40543169173057	-67.42648220079418	-67.45756802892033	-67.50360048314462	-67.57203834615119	-67.67436745247748	-67.82860302711264	-68.06367055009336	-68.4273449901453	-69.00109286458536	-69.9284814662928	-71.47015450918	-74.10909820735456	-78.74223494087454	-86.98464437837265	-101.50011230499744	-125.92571896873837	-163.54093527309473	-215.72056972826434	-284.0609364274614	-359.03800869360873	2_135266655_rs579932
-186.64368691450866	-162.59531464183897	-139.19464997373564	-113.85355621838946	-88.90564073012051	-71.742507273459	-62.434596800547716	-57.82752201422896	-55.59968542834055	-54.515071944551224	-53.975633736914794	-53.6992647520376	-53.55263679525118	-53.47183621058963	-53.4255673904281	-53.39809220215596	-53.381243071829225	-53.370628683438916	-53.36379763741784	-53.35932927103473	-53.35637104663979	-53.354395536627166	-53.35306814979463	-53.35217240132796	-53.35156612099329	-53.35028092530193	-53.349010483629954	-53.34842123584552	-53.34756218289044	-53.34631385411532	-53.344508669404846	-53.341917399195765	-53.338239609070335	-53.3331117960352	-53.326166856507506	-53.3172230571164	-53.30677819527822	-53.29719456541538	-53.29540413859443	-53.318879229433634	-53.40843357058781	-53.654794291710935	-54.25131345766499	-55.591067198706696	-58.423433913336275	-64.04835363781336	-74.4339396507794	-91.75650205936608	-116.52086326446182	-145.8185328642052	-174.96533961339748	2_135268255_rs749460
-331.944606284846	-281.15033021963484	-226.89984427056197	-167.5663220326455	-122.07031530042954	-97.02168881502722	-85.27683768206448	-80.37276790218485	-78.58930838158209	-78.11111550721793	-78.12579787528774	-78.29201990708701	-78.47691995578971	-78.63581961886521	-78.75924390871188	-78.85033226867104	-78.91562623930429	-78.96160835272633	-78.99362946963578	-79.01576682809954	-79.03099798005164	-79.04144402558832	-79.04859293109628	-79.05347831759053	-79.05681360436432	-79.06396212520379	-79.07113623159056	-79.07450105520488	-79.07945007688231	-79.08673608018697	-79.09747749374363	-79.1133449957403	-79.13685332387674	-79.17182808248603	-79.22417351765682	-79.30317635561647	-79.42379728323375	-79.61083692746189	-79.90674239003955	-80.38658384297142	-81.18717970417832	-82.56369822427276	-84.9971384407052	-89.38572209757439	-97.33692696704915	-111.45550960336925	-135.19691939302015	-171.66672714784454	-221.90774556769986	-281.7107001869978	-336.2242509054431	2_135270377_rs598654
-389.03157573979666	-310.8286969015625	-233.50504642626507	-170.13733331508865	-129.38148769645107	-108.63646491234411	-100.48146707915103	-98.62727932914017	-99.33776697800869	-100.79952614769718	-102.2628734583657	-103.47966067338756	-104.41123500007106	-105.0936241252131	-105.58069178953353	-105.92281424876329	-106.16067384913595	-106.32494137676495	-106.43788381199103	-106.51530782289586	-106.56827767654322	-106.60446841733366	-106.62917259521383	-106.6460255014898	-106.65751753182877	-106.68211162583941	-106.70674378515432	-106.71827975939654	-106.73522733992584	-106.76013548722655	-106.79676566646403	-106.850682259929	-106.93014595243476	-107.04748271362563	-107.22121736787605	-107.47947252385474	-107.86553239288037	-108.44724417502054	-109.33346288665972	-110.7038270333086	-112.86434765110751	-116.35346433565807	-122.14539478963565	-132.02936691526347	-149.2477799648823	-179.26133523064058	-229.55538068444434	-306.1014593317619	-409.2865917677046	-538.8612896007776	-666.0070152868661	2_135272915_rs532290
-441.5850719933153	-349.43092470308545	-259.56447032131007	-189.78773508527303	-145.21252430374352	-121.79007834732336	-111.87811998846598	-108.96465829747358	-109.06862057818525	-110.18997051942351	-111.46184264946176	-112.56913823885871	-113.4365503601234	-114.08029436518518	-114.54345739508956	-114.8704416225375	-115.09852761614856	-115.25638935987169	-115.36508568905039	-115.43967190801672	-115.49073401877983	-115.52563694503071	-115.54946928298787	-115.56573078438467	-115.57682109015246	-115.60055967954719	-115.62434076507755	-115.63548012985407	-115.65184732566495	-115.67590737525964	-115.71130089101474	-115.76341994321298	-115.84028326599419	-115.95388543191349	-116.12231631938235	-116.37317209513668	-116.74920886048034	-117.31803627317822	-118.1893525582706	-119.54670769892508	-121.70794755755834	-125.24304728726219	-131.2061779108905	-141.58542831832077	-160.11139665053034	-193.39136258743446	-251.16449124728672	-341.55388790726994	-462.39573173809526	-606.3675079242183	-755.9179047458746	2_135274766_rs669746
-335.21561467713184	-267.263038281228	-201.24927276927727	-150.70914380477024	-118.23264887121064	-100.9028717300467	-93.44345822624501	-91.21766937215064	-91.28897982784245	-92.14487733571866	-93.12022935308924	-93.97102944809737	-94.63817322871003	-95.13356032479678	-95.49009670549476	-95.74185327942725	-95.91748593331879	-96.03905337894211	-96.12276337072917	-96.18020616721671	-96.21953268209026	-96.2464142787585	-96.2647696963928	-96.27729422069748	-96.28583595657635	-96.30411948800165	-96.32243589613257	-96.33101558601665	-96.34362187973137	-96.3621534641484	-96.38941460031506	-96.42955880672046	-96.48876325911033	-96.5762685905313	-96.70601269456826	-96.8992607150871	-97.18896515128615	-97.62724243460892	-98.29866404769946	-99.34473394590292	-101.01038392043374	-103.73425585261312	-108.32505277919451	-116.29766607275681	-130.45823459380622	-155.6791548057038	-199.0887864571356	-267.51602332085764	-361.7447440810316	-474.49505980817526	-588.4933477016631	2_135278207_rs624817
-235.14345912117076	-200.85017774715345	-167.93213919079594	-132.02390801469846	-100.07547845507449	-80.54977022367149	-71.03800135555139	-66.94842654444153	-65.3738037268276	-64.87029560599146	-64.78805751191227	-64.85083484610692	-64.9478046805971	-65.03868095468779	-65.11199165312307	-65.16718821640328	-65.20721734073672	-65.23560986953073	-65.25547245644967	-65.26924514136618	-65.27873983866535	-65.28526020007338	-65.2897264536193	-65.29278040432753	-65.29486620031687	-65.29933897231055	-65.30383085625509	-65.30593871574135	-65.30904020080513	-65.31360886398011	-65.32034986008084	-65.33031989965119	-65.34511667489743	-65.36718558107574	-65.40033140416156	-65.45060083573897	-65.5278578251793	-65.64868862788627	-65.84190840269505	-66.15920619093384	-66.69590404837707	-67.6311770287258	-69.30364559568945	-72.34336422447109	-77.86662025264582	-87.65435904049092	-104.02100797148267	-128.9970049981821	-163.13337391748735	-202.57176603973718	-239.32020081538982	2_135280476_rs12614292
